Ques No.,Ques Type,Date,Ministry,Member,Subject,links
307,UNSTARRED,20.10.2008,WOMEN AND CHILD DEVELOPMENT,T. RATNA BAI,REHABILITATION OF GIRL CHILD AND WOMEN FROM ACID ATTACK .,https://pqars.nic.in/annex/214/Au307.pdf
4142,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,SUSHMA SWARAJ,ENROLMENT OF CHILDREN FOR PRIMARY EDUCATION IN ANGANWADIS .,https://pqars.nic.in/annex/213/Au4142.pdf
4145,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,Vijay Jawaharlal Darda,PETITION AGAINST DOMESTIC VIOLENCE ACT .,https://pqars.nic.in/annex/213/Au4145.pdf
4141,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,JANESHWAR MISHRA,CHILDREN IN ORPHANAGES .,https://pqars.nic.in/annex/213/Au4141.pdf
4139,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,B.J. PANDA,WOMEN TRAFFICKING FROM NER .,https://pqars.nic.in/annex/213/Au4139.pdf
556,STARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,MATILAL SARKAR,VIOLENCE AGAINST WOMEN .,https://pqars.nic.in/annex/213/As556.htm
4143,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,S. ANBALAGAN,FUNCTIONAL ANGANWADI CENTRES .,https://pqars.nic.in/annex/213/Au4143.htm
4140,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,SHOBHANA BHARTIA,PRIVATE PARTNERSHIP IN ICDS .,https://pqars.nic.in/annex/213/Au4140.pdf
4147,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,N.R. GOVINDARAJAR,CHILDREN ON THE FOOTPATHS .,https://pqars.nic.in/annex/213/Au4147.pdf
4146,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,SUSHILA TIRIYA,BARBAROUS BEHAVIOUR WITH ANGANWADI ASHA AND ANM WORKERS,https://pqars.nic.in/annex/213/Au4146.pdf
4138,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,Motilal Vora,SCHEMES FOR DESTITUTE AND NEGLECTED CHILDREN .,https://pqars.nic.in/annex/213/Au4138.pdf
4144,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,P.J. Kurien,DOWRY PROHIBITION LAW .,https://pqars.nic.in/annex/213/Au4144.htm
4137,UNSTARRED,05.05.2008,WOMEN AND CHILD DEVELOPMENT,MAHENDRA MOHAN,ABUSE OF CHILDREN TRAFFICKED FROM WEST BENGAL .,https://pqars.nic.in/annex/213/Au4137.htm
497,STARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,RAMA CHANDRA KHUNTIA,DEATHS OF CHILDREN .,https://pqars.nic.in/annex/213/As497.pdf
481,STARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,JANESHWAR MISHRA,WOMEN EMPOWERMENT .,https://pqars.nic.in/annex/213/As481.pdf
3696,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,TARIQ ANWAR,SPECIAL SCHEMES FOR OLD WOMEN AND WIDOWS IN RURAL AREAS .,https://pqars.nic.in/annex/213/Au3696.pdf
3695,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,S. ANBALAGAN,MALNUTRITION AMONG CHILDREN .,https://pqars.nic.in/annex/213/Au3695.htm
3692,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,SUPRIYA SULE,CHILD MORTALITY .,https://pqars.nic.in/annex/213/Au3692.pdf
492,STARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,BRINDA KARAT,ATROCITIES AGAINST WOMEN .,https://pqars.nic.in/annex/213/As492.pdf
3698,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,Dharam Pal Sabharwal,PROBLEMS OF DYSLEXIC CHILDREN .,https://pqars.nic.in/annex/213/Au3698.pdf
3689,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,JAI PARKASH AGGARWAL,REHABILITATION OF ORPHANED AND DESTITUTE CHILDREN .,https://pqars.nic.in/annex/213/Au3689.pdf
3690,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,SHREEGOPAL VYAS,IMPACT OF PROGRAMMES IN ELECTRONIC AND PRINT MEDIA ON FAMILIES .,https://pqars.nic.in/annex/213/Au3690.pdf
3691,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,M.V. MYSURA REDDEY,DEFINITION OF CHILD .,https://pqars.nic.in/annex/213/Au3691.pdf
3697,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,M.V. MYSURA REDDEY,UNIFORM DEFINITION OF CHILD .,https://pqars.nic.in/annex/213/Au3697.pdf
499,STARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,M.V. MYSURA REDDEY,IMPLEMENTATION OF ICDS .,https://pqars.nic.in/annex/213/As499.pdf
3693,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,Kanimozhi,IMPROVING NUTRITION AMONG CHILDREN .,https://pqars.nic.in/annex/213/Au3693.pdf
3694,UNSTARRED,28.04.2008,WOMEN AND CHILD DEVELOPMENT,Mohsina Kidwai,FINANCIAL IRREGULARITIES IN CSWB .,https://pqars.nic.in/annex/213/Au3694.pdf
2935,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,Mohsina Kidwai,CARE OF CHILDREN IN NEED .,https://pqars.nic.in/annex/213/Au2935.pdf
2931,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,MABEL REBELLO,ST BENEFICIARIES OF ICDS,https://pqars.nic.in/annex/213/Au2931.htm
2945,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,MATILAL SARKAR,SCHEMES UNDER THE ICDS .,https://pqars.nic.in/annex/213/Au2945.pdf
2938,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,PENUMALLI MADHU,LAWS TO ARREST SEX DISCRIMINATION .,https://pqars.nic.in/annex/213/Au2938.pdf
2934,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,TARLOCHAN SINGH,CHAIRMAN OF PUNJAB SOCIAL WELFARE BOARD .,https://pqars.nic.in/annex/213/Au2934.pdf
2944,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,TARLOCHAN SINGH,CHAIRMEN OF THE SOCIAL WELFARE BOARDS .,https://pqars.nic.in/annex/213/Au2944.pdf
2946,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,AMIR ALAM KHAN,DAY CARE CENTRES IN WORKING WOMEN HOSTELS .,https://pqars.nic.in/annex/213/Au2946.htm
2941,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,B.J. PANDA,HALF WAY HOMES AND TRANSIT POINTS . MS. MABEL REBELLO,https://pqars.nic.in/annex/213/Au2941.pdf
2933,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,KAMAL AKHTAR,STIFFER ANTI DOWRY LAWS .,https://pqars.nic.in/annex/213/Au2933.pdf
2936,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,P.R. RAJAN,REGULATORY FRAMEWORK OF ADMISSION IN NURSERY AND KINDERGARTENS .,https://pqars.nic.in/annex/213/Au2936.pdf
2940,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,BRINDA KARAT,RECOMMENDATIONS OF NCW .,https://pqars.nic.in/annex/213/Au2940.pdf
2943,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,Dharam Pal Sabharwal,REGULATION OF SURROGACY .,https://pqars.nic.in/annex/213/Au2943.pdf
2939,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,Jesudasu Seelam,APPOINTMENT OF PROTECTION OFFICERS .,https://pqars.nic.in/annex/213/Au2939.pdf
2942,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,K. MALAISAMY,FEMALE INFANTICIDE .,https://pqars.nic.in/annex/213/Au2942.pdf
2937,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,M.V. MYSURA REDDEY,DHAN LAXMI SCHEME .,https://pqars.nic.in/annex/213/Au2937.pdf
389,STARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,BRIJ BHUSHAN TIWARI,SEXUAL ABUSE AT WORK PLACE .,https://pqars.nic.in/annex/213/As389.pdf
394,STARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,Shantaram Naik,IMPLEMENTATION OF THE PROTECTION OF WOMEN AGAINST DOMESTIC VIOLENCE ACT .,https://pqars.nic.in/annex/213/As394.htm
2932,UNSTARRED,21.04.2008,WOMEN AND CHILD DEVELOPMENT,MAHENDRA MOHAN,MALNUTRITION AND RELATED PROBLEMS .,https://pqars.nic.in/annex/213/Au2932.pdf
1849,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,ABU ASIM AZMI,ENACTMENT TO ABOLISH CHILD MARRIAGE .,https://pqars.nic.in/annex/213/Au1849.pdf
1850,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,N.P. DURGA,CRECHES DAY CARE CENTRES .,https://pqars.nic.in/annex/213/Au1850.htm
1853,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,ALKA BALRAM KSHATRIYA,SCHEME FOR PREVENTION OF TRAFFICKING .,https://pqars.nic.in/annex/213/Au1853.pdf
1847,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,B.K. Hariprasad,SCHEME FOR STREET AND WORKING CHILDREN .,https://pqars.nic.in/annex/213/Au1847.pdf
1856,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,HARISH RAWAT,INCREASE IN HONORARIUM OF ANGANWADI WORKERS AND ASSISTANT WORKERS .,https://pqars.nic.in/annex/213/Au1856.pdf
1860,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,ILLEGITIMATE NEW BORN BABIES .,https://pqars.nic.in/annex/213/Au1860.pdf
1851,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,N.P. DURGA,HOSTELS FOR WORKING WOMEN .,https://pqars.nic.in/annex/213/Au1851.pdf
1859,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,M.A.M. Ramaswamy,CONTRACTORS UNDER ICDS .,https://pqars.nic.in/annex/213/Au1859.pdf
1852,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,B.J. PANDA,PHASE II OF SWAYAMSIDDHA PROJECT .,https://pqars.nic.in/annex/213/Au1852.pdf
1857,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,PYARELAL KHANDELWAL,NGOS BLACKLISTED FOR IRREGULARITIES .,https://pqars.nic.in/annex/213/Au1857.pdf
1848,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,KAMAL AKHTAR,ADVERTISEMENT ON GIRL CHILD .,https://pqars.nic.in/annex/213/Au1848.pdf
249,STARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,Motilal Vora,RUNNING OF ORPHANAGES .,https://pqars.nic.in/annex/213/As249.pdf
1854,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,PREMA CARIAPPA,SAFETY AND UPLIFTMENT OF CHILDREN .,https://pqars.nic.in/annex/213/Au1854.pdf
1855,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,PREMA CARIAPPA,INCREASE IN DIVORCE CASES .,https://pqars.nic.in/annex/213/Au1855.htm
1861,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,C. PERUMAL,PUBLIC PRIVATE PARTNERSHIP IN ICDS .,https://pqars.nic.in/annex/213/Au1861.pdf
1846,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,RAVULA CHANDRA SEKAR REDDY,INCENTIVES AND COMMISSIONS TO CORPORATIONS .,https://pqars.nic.in/annex/213/Au1846.pdf
1858,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,RAVULA CHANDRA SEKAR REDDY,PUBLIC PRIVATE PARTNERSHIP IN ICDS .,https://pqars.nic.in/annex/213/Au1858.pdf
247,STARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,Jesudasu Seelam,ICDS IN A MISSION MODE . SMT. SUPRIYA SULE,https://pqars.nic.in/annex/213/As247.pdf
1845,UNSTARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,SHREEGOPAL VYAS,INCENTIVES TO VOLUNTARY ORGANISATIONS IN CHHATTISGARH .,https://pqars.nic.in/annex/213/Au1845.pdf
248,STARRED,17.03.2008,WOMEN AND CHILD DEVELOPMENT,AJAY MAROO,ADOPTION OF ORPHAN CHILDREN .,https://pqars.nic.in/annex/213/As248.pdf
1073,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,Amar Singh,AMENDMENT OF ANTI DOWRY ACT .,https://pqars.nic.in/annex/213/Au1073.pdf
1076,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,EKANATH K. THAKUR,STATUS ON MALNUTRITION .,https://pqars.nic.in/annex/213/Au1076.pdf
1082,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,C. RAMACHANDRAIAH,RISING CRIME AGAINST WOMEN .,https://pqars.nic.in/annex/213/Au1082.pdf
1070,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,RAM DEO BHANDARY,ATROCITIES AND VIOLENCE AGAINST WOMEN .,https://pqars.nic.in/annex/213/Au1070.htm
1072,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,PRAMILA BOHIDAR,INCLUSION OF ORISSA IN ICDS .,https://pqars.nic.in/annex/213/Au1072.pdf
153,STARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,Mohsina Kidwai,UTILIZATION OF FUNDS FOR WOMEN S SCHEMES IN UTTAR PRADESH .,https://pqars.nic.in/annex/213/As153.pdf
1083,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,K. CHANDRAN PILLAI,HDI POSITION .,https://pqars.nic.in/annex/213/Au1083.pdf
1081,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,M.A.M. Ramaswamy,MALNOURISHMENT OF CHILDREN .,https://pqars.nic.in/annex/213/Au1081.pdf
143,STARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,B.J. PANDA,SCHEME FOR ADOLESCENT GIRLS .,https://pqars.nic.in/annex/213/As143.pdf
150,STARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,BRINDA KARAT,REVIEW OF PROTECTION OF WOMEN FROM DOMESTIC VIOLENCE ACT .,https://pqars.nic.in/annex/213/As150.pdf
1078,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,N.R. GOVINDARAJAR,WORLD BANK SPONSORED PROJECTS UNDER ICDS .,https://pqars.nic.in/annex/213/Au1078.pdf
1074,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,Viplove Thakur,DEATH OF GIRLS DUE TO PREGNANCY AND EARLY MARRIAGE .,https://pqars.nic.in/annex/213/Au1074.pdf
144,STARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,SUPRIYA SULE,UN REPORT ON MALNUTRITION AND CHILD MORTALITY .,https://pqars.nic.in/annex/213/As144.pdf
1085,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,SUPRIYA SULE,MAKING STRINGENT ANIT DOWRY LAW .,https://pqars.nic.in/annex/213/Au1085.pdf
1086,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,Jesudasu Seelam,LEGISLATION FOR PREVENTION OF MOLESTATION AND VIOLENCE AGAINST WOMEN .,https://pqars.nic.in/annex/213/Au1086.pdf
1084,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,JAI PARKASH AGGARWAL,WELFARE OF ORPHANS .,https://pqars.nic.in/annex/213/Au1084.pdf
1077,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,MOINUL HASSAN,UNIVERASALISATION OF ICDS .,https://pqars.nic.in/annex/213/Au1077.pdf
1079,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,T.T.V. DHINAKARAN,SPECIAL COURTS FOR TRIAL OF OFFENCES AGAINST WOMEN .,https://pqars.nic.in/annex/213/Au1079.pdf
1080,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,BRIJ BHUSHAN TIWARI,EXPLOITATION OF WOMEN S LABOUR .,https://pqars.nic.in/annex/213/Au1080.pdf
960,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,MOHAMMED AMIN,PROJECT ON ICDS IV .,https://pqars.nic.in/annex/213/Au960.pdf
1071,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,Shantaram Naik,UJJAWALA SCHEME .,https://pqars.nic.in/annex/213/Au1071.pdf
1075,UNSTARRED,10.03.2008,WOMEN AND CHILD DEVELOPMENT,Shantaram Naik,SHORT STAY HOMES FOR WOMEN AND GIRLS .,https://pqars.nic.in/annex/213/Au1075.pdf
459,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,BALAVANT ALIAS BAL APTE,FUNDS FOR HELPLESS CHILDREN .,https://pqars.nic.in/annex/213/Au459.htm
449,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,C. RAMACHANDRAIAH,CHECKING ATROCITIES AGAINST WOMEN AND CHILDREN .,https://pqars.nic.in/annex/213/Au449.pdf
458,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,JANARDHANA POOJARY,CRIME AGAINST CHILDREN .,https://pqars.nic.in/annex/213/Au458.pdf
452,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,SUSHMA SWARAJ,ANGANWADI CENTRES .,https://pqars.nic.in/annex/213/Au452.pdf
466,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,A. VIJAYARAGHAVAN,PUBLIC PRIVATE PARTNERSHIP IN ICDS .,https://pqars.nic.in/annex/213/Au466.pdf
453,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,PRAMILA BOHIDAR,REVAMPING OF ICDS .,https://pqars.nic.in/annex/213/Au453.pdf
460,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,PRAMILA BOHIDAR,SETTING UP MOF STATE ADOPTION RESOURCE AGENCIES .,https://pqars.nic.in/annex/213/Au460.pdf
455,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,Satyavrat Chaturvedi,FOOD PROVIDED UNDER ICDS .,https://pqars.nic.in/annex/213/Au455.pdf
456,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,S. ANBALAGAN,RESOURCES FOR TARGETED CHILDREN .,https://pqars.nic.in/annex/213/Au456.htm
465,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,Vijay Jawaharlal Darda,UNICEF FINDINGS ON MALNUTRITION AND CHILD MORTALITY .,https://pqars.nic.in/annex/213/Au465.pdf
463,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,N.P. DURGA,DEVELOPMENT OF MINORITY WOMEN .,https://pqars.nic.in/annex/213/Au463.pdf
74,STARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,Sanjay Raut,MALNUTRITION IN VIDARBHA REGION .,https://pqars.nic.in/annex/213/As74.pdf
451,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,Viplove Thakur,RETENTION OF ORPHANS IN CARE HOMES AND ORPHANAGES .,https://pqars.nic.in/annex/213/Au451.pdf
454,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,Viplove Thakur,EARLY MARRIAGE OF GIRLS .,https://pqars.nic.in/annex/213/Au454.pdf
464,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,KUMAR DEEPAK DAS,WOMEN TRAFFICKING FROM ASSAM,https://pqars.nic.in/annex/213/Au464.pdf
462,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,KUMAR DEEPAK DAS,ANGANWADI AND MINI ANGANWADI CENTRES IN ASSAM,https://pqars.nic.in/annex/213/Au462.htm
457,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,BRINDA KARAT,CASES REGISTERED UNDER DOMESTIC VIOLENCE ACT .,https://pqars.nic.in/annex/213/Au457.htm
461,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,Kanimozhi,SURVEY ON CHILDREN ORPHANED OUT .,https://pqars.nic.in/annex/213/Au461.pdf
65,STARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,SWADHAR SHELTER HOMES SCHEME .,https://pqars.nic.in/annex/213/As65.pdf
450,UNSTARRED,03.03.2008,WOMEN AND CHILD DEVELOPMENT,MAHENDRA MOHAN,PROCESS OF CHILD ADOPTION .,https://pqars.nic.in/annex/213/Au450.pdf
1471,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,RAJ MOHINDER SINGH MAJITHA,CARE AND PROTECTION OF CHILDREN ACT .,https://pqars.nic.in/annex/212/Au1471.pdf
1472,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,ALKA BALRAM KSHATRIYA,KISHORI SHAKTI YOJANA .,https://pqars.nic.in/annex/212/Au1472.pdf
1467,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,MATILAL SARKAR,REGULARIZING SERVICES OF ANGANWADI WORKERS .,https://pqars.nic.in/annex/212/Au1467.pdf
1468,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,Vijay Jawaharlal Darda,DELAYS IN ADOPTION OF CHILDREN .,https://pqars.nic.in/annex/212/Au1468.pdf
1465,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,N.P. DURGA,REVAMPING ICDS .,https://pqars.nic.in/annex/212/Au1465.pdf
251,STARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,B.J. PANDA,WOMEN TRAFFICKING FROM ASSAM .,https://pqars.nic.in/annex/212/As251.pdf
259,STARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,SUPRIYA SULE,CRIME AGAINST WOMEN .,https://pqars.nic.in/annex/212/As259.pdf
253,STARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,Viplove Thakur,ANGANWADI CENTRES .,https://pqars.nic.in/annex/212/As253.htm
1462,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,Viplove Thakur,ICDS PROJECTS IN H. P. .,https://pqars.nic.in/annex/212/Au1462.htm
1464,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,V. Maitreyan,REHABILITATION OF VICTIMS OF VIOLENCE ATROCITIES .,https://pqars.nic.in/annex/212/Au1464.pdf
1474,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,BRIJ BHUSHAN TIWARI,AMENDMENTS TO DOWRY LAWS .,https://pqars.nic.in/annex/212/Au1474.pdf
1466,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,BRIJ BHUSHAN TIWARI,STATUS OF WOMEN .,https://pqars.nic.in/annex/212/Au1466.htm
1469,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,HEMA MALINI,REHABILITATION OF MENTALLY ILL AND HOMELESS WOMEN .,https://pqars.nic.in/annex/212/Au1469.htm
1473,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,Naresh Gujral,ANOMALLES IN ADOPTION OF CHILDREN .,https://pqars.nic.in/annex/212/Au1473.pdf
1463,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,CHILD ABUSE .,https://pqars.nic.in/annex/212/Au1463.pdf
1470,UNSTARRED,03.12.2007,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,FINDINGS OF NATIONAL FAMILY HEALTH SURVEYS .,https://pqars.nic.in/annex/212/Au1470.htm
714,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,Ram Jethmalani,SCHEMES FOR CHILD SECURITY AND EDUCATION .,https://pqars.nic.in/annex/212/Au714.pdf
145,STARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,Vijay Jawaharlal Darda,FINANCIAL ASSISTANCE FOR WORKING WOMEN S HOSTELS .,https://pqars.nic.in/annex/212/As145.pdf
708,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,PRAMILA BOHIDAR,CHILD ABUSE,https://pqars.nic.in/annex/212/Au708.pdf
713,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,ALKA BALRAM KSHATRIYA,WHO NORMS ON CHILD GROWTH .,https://pqars.nic.in/annex/212/Au713.pdf
716,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,N.P. DURGA,ICDS IN ANDHRA PRADESH .,https://pqars.nic.in/annex/212/Au716.pdf
721,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,K. CHANDRAN PILLAI,CENTRAL FUND FOR BALIKA SAMRIDHI YOJANA .,https://pqars.nic.in/annex/212/Au721.pdf
157,STARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,B.J. PANDA,HOSTEL FACILITIES FOR WORKING WOMEN .,https://pqars.nic.in/annex/212/As157.htm
710,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,SUPRIYA SULE,SETTING UP OF STATE ADOPTION RESOURCE AGENCIES .,https://pqars.nic.in/annex/212/Au710.pdf
712,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,SUPRIYA SULE,MONETARY RELIEF TO VICTIMS OF RAPE .,https://pqars.nic.in/annex/212/Au712.pdf
718,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,SUPRIYA SULE,PROBLEMS OF AWCS .,https://pqars.nic.in/annex/212/Au718.pdf
717,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,BRINDA KARAT,IMPLEMENTING THE RECOMMENDATIONS OF COMMITTEE ON ANGANWADI WORKERS .,https://pqars.nic.in/annex/212/Au717.pdf
709,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,BRINDA KARAT,CHILDREN RECEIVING SUPPLEMENTARY NUTRITION .,https://pqars.nic.in/annex/212/Au709.pdf
715,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,DATTA MEGHE,MISSING CHILDREN .,https://pqars.nic.in/annex/212/Au715.pdf
720,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,JAI PARKASH AGGARWAL,REVIEW OF ICDS .,https://pqars.nic.in/annex/212/Au720.pdf
719,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,MAHENDRA MOHAN,REDUCING DOMESTIC VIOLENCE .,https://pqars.nic.in/annex/212/Au719.htm
711,UNSTARRED,26.11.2007,WOMEN AND CHILD DEVELOPMENT,MAHENDRA MOHAN,WORK BY RESCUED CHILDREN .,https://pqars.nic.in/annex/212/Au711.pdf
158,UNSTARRED,19.11.2007,WOMEN AND CHILD DEVELOPMENT,PRAMILA BOHIDAR,SEXUAL HARASSMENT OF WORKING WOMEN,https://pqars.nic.in/annex/212/Au158.pdf
